date,time,state,city,latitude,longitude,temperature_2m,relativehumidity_2m,rain,windspeed_10m,weathercode,description
2024-07-09,02:00:00,Pahang,Kuala Lipis,4.184,102.042,25.1,93,0.0,1.5,3,Clouds generally forming or developing
2024-07-09,02:00:00,Selangor,Shah Alam,3.0833,101.5333,26.9,89,0.0,0.0,3,Clouds generally forming or developing
2024-07-09,02:00:00,Sabah,Tawau,4.2448,117.8911,26.5,93,0.0,3.2,3,Clouds generally forming or developing
2024-07-09,02:00:00,Perlis,Kangar,6.4333,100.2,26.1,97,0.0,2.8,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,02:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.4,83,0.0,3.3,3,Clouds generally forming or developing
2024-07-09,02:00:00,Labuan,Labuan,5.2803,115.2475,25.7,98,0.0,3.6,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,02:00:00,Pahang,Raub,3.7931,101.8569,24.9,96,0.0,1.8,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,02:00:00,Johor,Muar,2.05,102.56,26.6,91,0.0,4.8,3,Clouds generally forming or developing
2024-07-09,02:00:00,Kelantan,Kota Bharu,6.1333,102.25,25.7,94,0.0,4.6,3,Clouds generally forming or developing
2024-07-09,02:00:00,Kedah,Alor Setar,6.1167,100.3667,26.3,94,0.0,2.4,3,Clouds generally forming or developing
2024-07-09,02:00:00,Putrajaya,Putrajaya,2.93,101.69,25.7,96,0.0,1.6,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,02:00:00,Johor,Kluang,2.0336,103.3194,24.8,94,0.0,1.5,3,Clouds generally forming or developing
2024-07-09,02:00:00,Johor,Batu Pahat,1.85,102.93,25.1,97,0.0,2.8,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,02:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,26.5,91,0.0,2.9,3,Clouds generally forming or developing
2024-07-09,02:00:00,Melaka,Melaka,2.1889,102.2511,26.1,94,0.0,2.8,3,Clouds generally forming or developing
2024-07-09,02:00:00,Sarawak,Miri,4.4028,113.9933,25.9,96,0.0,6.4,3,Clouds generally forming or developing
2024-07-09,02:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.4,83,0.0,3.3,3,Clouds generally forming or developing
2024-07-09,02:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,27.3,87,0.0,0.7,3,Clouds generally forming or developing
2024-07-09,02:00:00,Pahang,Kuantan,3.8167,103.3333,27.4,88,0.0,4.6,3,Clouds generally forming or developing
2024-07-09,02:00:00,Perak,Ipoh,4.6,101.07,26.1,90,0.0,1.8,2,State of sky on the whole unchanged
2024-07-09,02:00:00,Selangor,Petaling Jaya,3.1073,101.6067,26.9,89,0.0,0.0,3,Clouds generally forming or developing
2024-07-09,02:00:00,Sabah,Kota Kinabalu,5.975,116.0725,26.4,91,0.0,3.4,3,Clouds generally forming or developing
2024-07-09,02:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,25.1,98,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,02:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,25.9,92,0.0,2.0,3,Clouds generally forming or developing
2024-07-09,02:00:00,Perak,Taiping,4.85,100.7333,27.7,89,0.0,3.6,3,Clouds generally forming or developing
2024-07-09,02:00:00,Selangor,Klang,3.0333,101.45,26.5,91,0.0,0.7,3,Clouds generally forming or developing
2024-07-09,02:00:00,Sarawak,Sibu,2.3,111.8167,25.8,92,0.0,1.0,3,Clouds generally forming or developing
2024-07-09,02:00:00,Sabah,Lahad Datu,5.03,118.34,25.3,95,0.0,5.2,3,Clouds generally forming or developing
2024-07-09,02:00:00,Kedah,Sungai Petani,5.65,100.48,26.0,96,0.0,2.1,3,Clouds generally forming or developing
2024-07-09,02:00:00,Perak,Teluk Intan,4.0259,101.0213,25.8,93,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,01:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.8,81,0.0,2.2,3,Clouds generally forming or developing
2024-07-09,01:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,25.9,95,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,01:00:00,Pahang,Raub,3.7931,101.8569,25.0,96,0.0,1.1,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,01:00:00,Perlis,Kangar,6.4333,100.2,26.7,94,0.0,2.6,3,Clouds generally forming or developing
2024-07-09,01:00:00,Selangor,Petaling Jaya,3.1073,101.6067,27.2,88,0.0,1.3,3,Clouds generally forming or developing
2024-07-09,01:00:00,Melaka,Melaka,2.1889,102.2511,26.6,91,0.0,3.4,3,Clouds generally forming or developing
2024-07-09,01:00:00,Johor,Muar,2.05,102.56,26.9,90,0.0,6.2,3,Clouds generally forming or developing
2024-07-09,01:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,25.8,94,0.0,3.0,3,Clouds generally forming or developing
2024-07-09,01:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.9,81,0.0,2.2,3,Clouds generally forming or developing
2024-07-09,01:00:00,Selangor,Klang,3.0333,101.45,26.6,91,0.0,2.3,3,Clouds generally forming or developing
2024-07-09,01:00:00,Pahang,Kuantan,3.8167,103.3333,27.8,88,0.0,5.2,3,Clouds generally forming or developing
2024-07-09,01:00:00,Sabah,Lahad Datu,5.03,118.34,26.0,95,0.0,3.2,3,Clouds generally forming or developing
2024-07-09,01:00:00,Labuan,Labuan,5.2803,115.2475,26.2,96,0.0,3.4,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,01:00:00,Sarawak,Kuching,1.5397,110.3542,26.1,90,0.0,3.9,3,Clouds generally forming or developing
2024-07-09,01:00:00,Pahang,Kuala Lipis,4.184,102.042,25.7,93,0.0,1.1,3,Clouds generally forming or developing
2024-07-09,01:00:00,Terengganu,Cukai,4.2332,103.4479,27.5,88,0.0,6.1,3,Clouds generally forming or developing
2024-07-09,01:00:00,Johor,Johor Bahru,1.4556,103.7611,26.7,91,0.0,2.6,3,Clouds generally forming or developing
2024-07-09,01:00:00,Sabah,Tawau,4.2448,117.8911,27.2,91,0.0,3.4,3,Clouds generally forming or developing
2024-07-09,01:00:00,Sabah,Sandakan,5.8388,118.1173,25.2,97,0.0,3.7,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,01:00:00,Kelantan,Kota Bharu,6.1333,102.25,26.3,93,0.0,5.0,3,Clouds generally forming or developing
2024-07-09,01:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,27.5,87,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,01:00:00,Sarawak,Bintulu,3.17,113.03,27.4,90,0.0,3.9,3,Clouds generally forming or developing
2024-07-09,01:00:00,Selangor,Shah Alam,3.0833,101.5333,27.2,88,0.0,1.3,3,Clouds generally forming or developing
2024-07-09,01:00:00,Johor,Batu Pahat,1.85,102.93,25.6,95,0.0,3.5,3,Clouds generally forming or developing
2024-07-09,01:00:00,Perak,Taiping,4.85,100.7333,28.1,86,0.0,2.9,3,Clouds generally forming or developing
2024-07-09,01:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,27.3,85,0.0,2.7,2,State of sky on the whole unchanged
2024-07-09,01:00:00,Kedah,Alor Setar,6.1167,100.3667,26.8,91,0.0,2.6,3,Clouds generally forming or developing
2024-07-09,01:00:00,Sarawak,Miri,4.4028,113.9933,26.7,94,0.0,6.4,3,Clouds generally forming or developing
2024-07-09,01:00:00,Putrajaya,Putrajaya,2.93,101.69,26.0,95,0.0,2.2,3,Clouds generally forming or developing
2024-07-09,01:00:00,Kedah,Sungai Petani,5.65,100.48,26.8,91,0.0,2.3,3,Clouds generally forming or developing
2024-07-09,01:00:00,Perak,Ipoh,4.6,101.07,26.5,88,0.0,1.3,2,State of sky on the whole unchanged
2024-07-09,01:00:00,Sabah,Kota Kinabalu,5.975,116.0725,26.6,92,0.0,3.4,3,Clouds generally forming or developing
2024-07-09,01:00:00,Johor,Kluang,2.0336,103.3194,25.0,94,0.0,2.3,3,Clouds generally forming or developing
2024-07-09,01:00:00,Sarawak,Sibu,2.3,111.8167,26.0,92,0.0,0.7,3,Clouds generally forming or developing
2024-07-09,01:00:00,Perak,Teluk Intan,4.0259,101.0213,26.1,92,0.0,2.9,3,Clouds generally forming or developing
2024-07-09,00:00:00,Selangor,Shah Alam,3.0833,101.5333,27.4,88,0.0,1.3,3,Clouds generally forming or developing
2024-07-09,00:00:00,Terengganu,Cukai,4.2332,103.4479,27.7,87,0.0,5.8,80,"Rain shower(s), slight"
2024-07-09,00:00:00,Sarawak,Kuching,1.5397,110.3542,26.5,90,0.0,4.0,3,Clouds generally forming or developing
2024-07-09,00:00:00,Kedah,Alor Setar,6.1167,100.3667,27.7,86,0.0,1.9,3,Clouds generally forming or developing
2024-07-09,00:00:00,Sarawak,Miri,4.4028,113.9933,26.9,95,0.0,6.5,3,Clouds generally forming or developing
2024-07-09,00:00:00,Perak,Taiping,4.85,100.7333,28.5,84,0.0,2.4,3,Clouds generally forming or developing
2024-07-09,00:00:00,Sarawak,Sibu,2.3,111.8167,26.3,90,0.0,1.6,3,Clouds generally forming or developing
2024-07-09,00:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,26.1,95,0.0,1.6,3,Clouds generally forming or developing
2024-07-09,00:00:00,Selangor,Petaling Jaya,3.1073,101.6067,27.4,88,0.0,1.3,3,Clouds generally forming or developing
2024-07-09,00:00:00,Kedah,Sungai Petani,5.65,100.48,27.4,88,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,00:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,27.8,85,0.0,1.6,3,Clouds generally forming or developing
2024-07-09,00:00:00,Pahang,Kuantan,3.8167,103.3333,27.9,87,0.0,6.8,3,Clouds generally forming or developing
2024-07-09,00:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,26.2,92,0.0,3.0,3,Clouds generally forming or developing
2024-07-09,00:00:00,Sabah,Kota Kinabalu,5.975,116.0725,26.9,91,0.0,3.7,3,Clouds generally forming or developing
2024-07-09,00:00:00,Melaka,Melaka,2.1889,102.2511,27.1,88,0.0,2.7,3,Clouds generally forming or developing
2024-07-09,00:00:00,Kelantan,Kota Bharu,6.1333,102.25,26.6,92,0.0,4.5,3,Clouds generally forming or developing
2024-07-09,00:00:00,Johor,Johor Bahru,1.4556,103.7611,26.8,90,0.0,2.8,3,Clouds generally forming or developing
2024-07-09,00:00:00,Sabah,Lahad Datu,5.03,118.34,26.3,93,0.0,2.5,3,Clouds generally forming or developing
2024-07-09,00:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.9,80,0.0,3.1,3,Clouds generally forming or developing
2024-07-09,00:00:00,Johor,Muar,2.05,102.56,27.4,88,0.0,5.0,3,Clouds generally forming or developing
2024-07-09,00:00:00,Johor,Kluang,2.0336,103.3194,25.2,94,0.0,2.6,3,Clouds generally forming or developing
2024-07-09,00:00:00,Johor,Batu Pahat,1.85,102.93,26.0,93,0.0,3.7,3,Clouds generally forming or developing
2024-07-09,00:00:00,Sarawak,Bintulu,3.17,113.03,28.0,88,0.0,3.2,3,Clouds generally forming or developing
2024-07-09,00:00:00,Sabah,Tawau,4.2448,117.8911,27.4,90,0.0,3.8,3,Clouds generally forming or developing
2024-07-09,00:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.9,80,0.0,3.1,3,Clouds generally forming or developing
2024-07-09,00:00:00,Perak,Teluk Intan,4.0259,101.0213,26.4,92,0.0,3.4,3,Clouds generally forming or developing
2024-07-09,00:00:00,Putrajaya,Putrajaya,2.93,101.69,26.3,93,0.0,2.2,3,Clouds generally forming or developing
2024-07-09,00:00:00,Perlis,Kangar,6.4333,100.2,27.3,90,0.0,2.3,3,Clouds generally forming or developing
2024-07-09,00:00:00,Pahang,Raub,3.7931,101.8569,25.2,96,0.0,1.3,3,Clouds generally forming or developing
2024-07-09,00:00:00,Perak,Ipoh,4.6,101.07,26.7,87,0.0,0.4,3,Clouds generally forming or developing
2024-07-09,00:00:00,Pahang,Kuala Lipis,4.184,102.042,25.7,94,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,00:00:00,Labuan,Labuan,5.2803,115.2475,26.3,96,0.0,4.4,45,"Fog or ice fog, sky invisible no appreciable change during the preceding hour"
2024-07-09,00:00:00,Sabah,Sandakan,5.8388,118.1173,25.4,96,0.1,3.8,61,"Rain, not freezing, continuous slight at time of observation"
2024-07-09,00:00:00,Selangor,Klang,3.0333,101.45,26.9,90,0.0,2.1,3,Clouds generally forming or developing
2024-07-09,00:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,28.3,79,0.0,1.5,3,Clouds generally forming or developing
2024-07-09,11:00:00,Melaka,Melaka,2.1889,102.2511,28.6,81,0.0,7.6,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2024-07-09,11:00:00,Labuan,Labuan,5.2803,115.2475,29.3,75,0.0,3.1,3,Clouds generally forming or developing
2024-07-09,11:00:00,Sarawak,Bintulu,3.17,113.03,29.6,77,0.0,1.3,80,"Rain shower(s), slight"
2024-07-09,11:00:00,Sabah,Tawau,4.2448,117.8911,27.9,83,0.0,8.8,3,Clouds generally forming or developing
2024-07-09,11:00:00,Terengganu,Cukai,4.2332,103.4479,29.1,80,0.0,6.5,3,Clouds generally forming or developing
2024-07-09,11:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,28.9,76,0.0,4.0,80,"Rain shower(s), slight"
2024-07-09,11:00:00,Sabah,Lahad Datu,5.03,118.34,28.1,81,0.0,3.6,3,Clouds generally forming or developing
2024-07-09,11:00:00,Sarawak,Sibu,2.3,111.8167,28.8,80,0.0,3.3,80,"Rain shower(s), slight"
2024-07-09,11:00:00,Putrajaya,Putrajaya,2.93,101.69,28.9,81,0.0,3.9,3,Clouds generally forming or developing
2024-07-09,11:00:00,Perak,Ipoh,4.6,101.07,28.7,81,0.0,2.5,3,Clouds generally forming or developing
2024-07-09,11:00:00,Johor,Kluang,2.0336,103.3194,29.0,79,0.0,5.9,3,Clouds generally forming or developing
2024-07-09,11:00:00,Pahang,Raub,3.7931,101.8569,27.6,83,0.0,2.4,80,"Rain shower(s), slight"
2024-07-09,11:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,29.8,75,0.0,1.0,3,Clouds generally forming or developing
2024-07-09,11:00:00,Johor,Muar,2.05,102.56,28.3,82,0.0,7.3,95,"Thunderstorm, slight or moderate, without hail** but with rain and/or snow at time of observation - Thunderstorm at time of observation"
2024-07-09,11:00:00,Selangor,Klang,3.0333,101.45,29.1,79,0.0,4.6,3,Clouds generally forming or developing
2024-07-09,11:00:00,Perlis,Kangar,6.4333,100.2,30.8,74,0.0,6.8,3,Clouds generally forming or developing
2024-07-09,11:00:00,Pahang,Kuala Lipis,4.184,102.042,27.9,82,0.0,1.6,3,Clouds generally forming or developing
2024-07-09,11:00:00,Johor,Batu Pahat,1.85,102.93,28.7,82,0.0,7.9,80,"Rain shower(s), slight"
2024-07-09,11:00:00,Perak,Teluk Intan,4.0259,101.0213,29.7,76,0.0,5.6,3,Clouds generally forming or developing
2024-07-09,11:00:00,Sabah,Kota Kinabalu,5.975,116.0725,30.3,67,0.0,4.7,2,State of sky on the whole unchanged
2024-07-09,11:00:00,Sabah,Sandakan,5.8388,118.1173,27.6,84,0.0,6.0,3,Clouds generally forming or developing
2024-07-09,11:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,30.6,69,0.0,1.1,3,Clouds generally forming or developing
2024-07-09,11:00:00,Sarawak,Miri,4.4028,113.9933,29.2,75,0.0,2.9,3,Clouds generally forming or developing
2024-07-09,11:00:00,Pahang,Kuantan,3.8167,103.3333,28.9,79,0.0,7.0,3,Clouds generally forming or developing
2024-07-09,11:00:00,Johor,Johor Bahru,1.4556,103.7611,29.7,73,0.0,9.0,3,Clouds generally forming or developing
2024-07-09,11:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,29.1,78,0.0,5.4,3,Clouds generally forming or developing
2024-07-09,11:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,29.3,81,0.0,3.6,3,Clouds generally forming or developing
2024-07-09,11:00:00,Kedah,Alor Setar,6.1167,100.3667,30.1,73,0.0,5.4,3,Clouds generally forming or developing
2024-07-09,11:00:00,Selangor,Petaling Jaya,3.1073,101.6067,29.3,77,0.0,5.0,3,Clouds generally forming or developing
2024-07-09,11:00:00,Sarawak,Kuching,1.5397,110.3542,30.3,69,0.0,4.7,3,Clouds generally forming or developing
2024-07-09,11:00:00,Selangor,Shah Alam,3.0833,101.5333,29.3,77,0.0,5.0,3,Clouds generally forming or developing
2024-07-09,11:00:00,Kelantan,Kota Bharu,6.1333,102.25,29.1,80,0.0,5.2,3,Clouds generally forming or developing
2024-07-09,11:00:00,Pulau Pinang,George Town,5.4145,100.3292,29.7,75,0.0,1.0,3,Clouds generally forming or developing
2024-07-09,11:00:00,Perak,Taiping,4.85,100.7333,29.5,71,0.0,3.3,3,Clouds generally forming or developing
2024-07-09,11:00:00,Kedah,Sungai Petani,5.65,100.48,30.2,73,0.0,2.5,3,Clouds generally forming or developing
2024-07-09,10:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,28.2,85,0.0,2.2,3,Clouds generally forming or developing
2024-07-09,10:00:00,Melaka,Melaka,2.1889,102.2511,27.5,86,0.0,4.8,3,Clouds generally forming or developing
2024-07-09,10:00:00,Sabah,Lahad Datu,5.03,118.34,27.4,85,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,10:00:00,Sarawak,Bintulu,3.17,113.03,28.8,81,0.0,2.9,80,"Rain shower(s), slight"
2024-07-09,10:00:00,Perak,Teluk Intan,4.0259,101.0213,28.0,84,0.0,4.0,3,Clouds generally forming or developing
2024-07-09,10:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,28.5,79,0.0,2.1,3,Clouds generally forming or developing
2024-07-09,10:00:00,Perak,Taiping,4.85,100.7333,28.7,75,0.0,4.5,3,Clouds generally forming or developing
2024-07-09,10:00:00,Kedah,Alor Setar,6.1167,100.3667,28.9,81,0.0,5.7,3,Clouds generally forming or developing
2024-07-09,10:00:00,Pahang,Raub,3.7931,101.8569,26.8,87,0.0,0.4,3,Clouds generally forming or developing
2024-07-09,10:00:00,Perlis,Kangar,6.4333,100.2,29.4,83,0.0,5.3,3,Clouds generally forming or developing
2024-07-09,10:00:00,Sarawak,Sibu,2.3,111.8167,28.1,84,0.0,3.5,80,"Rain shower(s), slight"
2024-07-09,10:00:00,Johor,Johor Bahru,1.4556,103.7611,28.7,80,0.0,5.9,3,Clouds generally forming or developing
2024-07-09,10:00:00,Putrajaya,Putrajaya,2.93,101.69,27.8,85,0.0,2.3,3,Clouds generally forming or developing
2024-07-09,10:00:00,Selangor,Petaling Jaya,3.1073,101.6067,28.3,83,0.0,3.9,3,Clouds generally forming or developing
2024-07-09,10:00:00,Pahang,Kuala Lipis,4.184,102.042,26.8,85,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,10:00:00,Sarawak,Miri,4.4028,113.9933,28.3,81,0.0,4.2,3,Clouds generally forming or developing
2024-07-09,10:00:00,Sabah,Kota Kinabalu,5.975,116.0725,29.3,70,0.0,3.3,3,Clouds generally forming or developing
2024-07-09,10:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,29.1,76,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,10:00:00,Kelantan,Kota Bharu,6.1333,102.25,27.6,84,0.0,6.0,3,Clouds generally forming or developing
2024-07-09,10:00:00,Sarawak,Kuching,1.5397,110.3542,29.0,77,0.0,3.9,2,State of sky on the whole unchanged
2024-07-09,10:00:00,Pahang,Kuantan,3.8167,103.3333,28.0,83,0.0,5.6,3,Clouds generally forming or developing
2024-07-09,10:00:00,Sabah,Tawau,4.2448,117.8911,27.4,86,0.0,8.3,3,Clouds generally forming or developing
2024-07-09,10:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,28.1,84,0.0,1.9,3,Clouds generally forming or developing
2024-07-09,10:00:00,Kedah,Sungai Petani,5.65,100.48,28.6,82,0.0,3.0,3,Clouds generally forming or developing
2024-07-09,10:00:00,Labuan,Labuan,5.2803,115.2475,28.4,78,0.0,3.1,3,Clouds generally forming or developing
2024-07-09,10:00:00,Pulau Pinang,George Town,5.4145,100.3292,28.7,82,0.0,2.5,3,Clouds generally forming or developing
2024-07-09,10:00:00,Selangor,Klang,3.0333,101.45,28.1,84,0.0,4.2,3,Clouds generally forming or developing
2024-07-09,10:00:00,Johor,Kluang,2.0336,103.3194,27.7,82,0.0,4.4,3,Clouds generally forming or developing
2024-07-09,10:00:00,Johor,Muar,2.05,102.56,27.7,85,0.0,5.3,80,"Rain shower(s), slight"
2024-07-09,10:00:00,Selangor,Shah Alam,3.0833,101.5333,28.3,83,0.0,3.9,3,Clouds generally forming or developing
2024-07-09,10:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.8,82,0.0,2.5,3,Clouds generally forming or developing
2024-07-09,10:00:00,Perak,Ipoh,4.6,101.07,27.5,84,0.0,3.0,3,Clouds generally forming or developing
2024-07-09,10:00:00,Sabah,Sandakan,5.8388,118.1173,26.7,87,0.0,6.6,3,Clouds generally forming or developing
2024-07-09,10:00:00,Terengganu,Cukai,4.2332,103.4479,28.2,84,0.0,6.2,3,Clouds generally forming or developing
2024-07-09,10:00:00,Johor,Batu Pahat,1.85,102.93,27.6,86,0.0,5.9,3,Clouds generally forming or developing
2024-07-09,09:00:00,Sarawak,Miri,4.4028,113.9933,27.4,87,0.0,5.2,3,Clouds generally forming or developing
2024-07-09,09:00:00,Perak,Teluk Intan,4.0259,101.0213,26.5,89,0.0,3.5,3,Clouds generally forming or developing
2024-07-09,09:00:00,Sarawak,Sibu,2.3,111.8167,27.5,88,0.0,3.9,3,Clouds generally forming or developing
2024-07-09,09:00:00,Perak,Taiping,4.85,100.7333,27.8,79,0.0,4.1,3,Clouds generally forming or developing
2024-07-09,09:00:00,Pahang,Kuantan,3.8167,103.3333,27.4,85,0.0,4.8,3,Clouds generally forming or developing
2024-07-09,09:00:00,Sabah,Sandakan,5.8388,118.1173,25.6,93,0.0,6.6,3,Clouds generally forming or developing
2024-07-09,09:00:00,Sarawak,Bintulu,3.17,113.03,27.8,86,0.0,4.0,3,Clouds generally forming or developing
2024-07-09,09:00:00,Kelantan,Kota Bharu,6.1333,102.25,26.4,89,0.0,6.0,3,Clouds generally forming or developing
2024-07-09,09:00:00,Selangor,Klang,3.0333,101.45,26.9,89,0.0,2.4,3,Clouds generally forming or developing
2024-07-09,09:00:00,Sabah,Tawau,4.2448,117.8911,26.9,90,0.0,7.5,3,Clouds generally forming or developing
2024-07-09,09:00:00,Melaka,Melaka,2.1889,102.2511,26.3,89,0.0,4.0,3,Clouds generally forming or developing
2024-07-09,09:00:00,Putrajaya,Putrajaya,2.93,101.69,26.6,91,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,09:00:00,Johor,Batu Pahat,1.85,102.93,26.0,92,0.0,3.3,3,Clouds generally forming or developing
2024-07-09,09:00:00,Perlis,Kangar,6.4333,100.2,27.8,89,0.0,2.3,3,Clouds generally forming or developing
2024-07-09,09:00:00,Terengganu,Cukai,4.2332,103.4479,27.6,87,0.0,4.8,3,Clouds generally forming or developing
2024-07-09,09:00:00,Sabah,Lahad Datu,5.03,118.34,26.3,89,0.0,4.1,3,Clouds generally forming or developing
2024-07-09,09:00:00,Sarawak,Kuching,1.5397,110.3542,27.5,84,0.0,3.1,2,State of sky on the whole unchanged
2024-07-09,09:00:00,Pulau Pinang,Bukit Mertajam,5.3631,100.4667,27.5,86,0.0,2.2,3,Clouds generally forming or developing
2024-07-09,09:00:00,Sabah,Kota Kinabalu,5.975,116.0725,28.1,75,0.0,2.4,3,Clouds generally forming or developing
2024-07-09,09:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,27.6,83,0.0,3.4,3,Clouds generally forming or developing
2024-07-09,09:00:00,Labuan,Labuan,5.2803,115.2475,27.3,87,0.0,3.3,3,Clouds generally forming or developing
2024-07-09,09:00:00,Selangor,Shah Alam,3.0833,101.5333,27.3,87,0.0,2.5,3,Clouds generally forming or developing
2024-07-09,09:00:00,Perak,Ipoh,4.6,101.07,26.8,91,0.0,1.1,3,Clouds generally forming or developing
2024-07-09,09:00:00,Kedah,Sungai Petani,5.65,100.48,27.1,87,0.0,2.2,3,Clouds generally forming or developing
2024-07-09,09:00:00,Negeri Sembilan,Seremban,2.7297,101.9381,27.0,93,0.0,1.5,3,Clouds generally forming or developing
2024-07-09,09:00:00,Johor,Muar,2.05,102.56,26.6,90,0.0,3.0,3,Clouds generally forming or developing
2024-07-09,09:00:00,Pahang,Kuala Lipis,4.184,102.042,25.7,90,0.0,1.8,3,Clouds generally forming or developing
2024-07-09,09:00:00,Kedah,Alor Setar,6.1167,100.3667,27.2,88,0.0,4.2,3,Clouds generally forming or developing
2024-07-09,09:00:00,Pulau Pinang,Butterworth,5.3992,100.3639,28.0,87,0.0,3.8,3,Clouds generally forming or developing
2024-07-09,09:00:00,Selangor,Petaling Jaya,3.1073,101.6067,27.3,87,0.0,2.5,3,Clouds generally forming or developing
2024-07-09,09:00:00,Terengganu,Kuala Terengganu,5.3303,103.1408,27.0,90,0.0,1.5,3,Clouds generally forming or developing
2024-07-09,09:00:00,Pulau Pinang,George Town,5.4145,100.3292,27.9,87,0.0,3.8,3,Clouds generally forming or developing
2024-07-09,09:00:00,Pahang,Raub,3.7931,101.8569,26.0,91,0.0,0.5,3,Clouds generally forming or developing
2024-07-09,09:00:00,Johor,Kluang,2.0336,103.3194,26.1,88,0.0,2.4,3,Clouds generally forming or developing
2024-07-09,09:00:00,Johor,Johor Bahru,1.4556,103.7611,27.2,89,0.0,1.3,2,State of sky on the whole unchanged
2024-07-09,08:00:00,Kuala Lumpur,Kuala Lumpur,3.1478,101.6953,26.1,91,0.0,3.3,3,Clouds generally forming or developing
2024-07-09,08:00:00,Selangor,Petaling Jaya,3.1073,101.6067,26.6,91,0.0,1.4,3,Clouds generally forming or developing
2024-07-09,08:00:00,Pahang,Raub,3.7931,101.8569,24.7,95,0.0,1.4,3,Clouds generally forming or developing
2024-07-09,08:00:00,Pahang,Kuantan,3.8167,103.3333,26.9,88,0.0,5.4,3,Clouds generally forming or developing
2024-07-09,08:00:00,Sabah,Kota Kinabalu,5.975,116.0725,27.3,81,0.0,3.8,3,Clouds generally forming or developing
2024-07-09,08:00:00,Labuan,Labuan,5.2803,115.2475,26.1,93,0.0,4.1,3,Clouds generally forming or developing
2024-07-09,08:00:00,Selangor,Klang,3.0333,101.45,25.8,94,0.0,2.2,3,Clouds generally forming or developing
2024-07-09,08:00:00,Perak,Ipoh,4.6,101.07,24.9,93,0.0,2.1,3,Clouds generally forming or developing
2024-07-09,08:00:00,Kedah,Sungai Petani,5.65,100.48,25.8,93,0.0,1.1,80,"Rain shower(s), slight"
2024-07-09,08:00:00,Sarawak,Kuching,1.5397,110.3542,25.9,89,0.0,2.6,3,Clouds generally forming or developing
2024-07-09,08:00:00,Perak,Teluk Intan,4.0259,101.0213,25.3,92,0.0,3.8,3,Clouds generally forming or developing
2024-07-09,08:00:00,Melaka,Melaka,2.1889,102.2511,25.6,91,0.0,2.9,3,Clouds generally forming or developing
2024-07-09,08:00:00,Sarawak,Sibu,2.3,111.8167,26.3,91,0.0,3.1,3,Clouds generally forming or developing
